iter	Passed	Remaining
1676	10161	50429
1677	10169	50433
1678	10174	50423
1679	10181	50422
1680	10187	50415
1681	10191	50400
1682	10195	50384
1683	10199	50367
1684	10203	50352
1685	10207	50336
1686	10212	50322
1687	10216	50305
1688	10220	50290
1689	10223	50272
1690	10227	50256
1691	10232	50241
1692	10236	50227
1693	10239	50203
1694	10243	50188
1695	10247	50171
1696	10251	50156
1697	10255	50141
1698	10258	50119
1699	10260	50096
1700	10264	50078
1701	10268	50061
1702	10272	50047
1703	10276	50030
1704	10280	50013
1705	10284	49997
1706	10288	49984
1707	10292	49969
1708	10296	49952
1709	10300	49935
1710	10304	49920
1711	10311	49918
1712	10320	49926
1713	10325	49916
1714	10334	49922
1715	10340	49920
1716	10346	49913
1717	10353	49909
1718	10360	49910
1719	10364	49895
1720	10374	49905
1721	10381	49907
1722	10390	49912
1723	10396	49907
1724	10399	49889
1725	10405	49880
1726	10410	49872
1727	10420	49882
1728	10427	49880
1729	10432	49872
1730	10439	49867
1731	10443	49855
1732	10447	49836
1733	10451	49821
1734	10455	49804
1735	10457	49781
1736	10461	49765
1737	10467	49758
1738	10470	49741
1739	10475	49728
1740	10479	49713
1741	10483	49695
1742	10486	49678
1743	10490	49662
1744	10495	49649
1745	10498	49631
1746	10500	49607
1747	10504	49592
1748	10512	49594
1749	10520	49597
1750	10529	49604
1751	10536	49603
1752	10542	49597
1753	10548	49591
1754	10551	49571
1755	10557	49566
1756	10567	49576
1757	10571	49561
1758	10576	49552
1759	10582	49545
1760	10587	49535
1761	10591	49518
1762	10597	49511
1763	10599	49488
1764	10603	49472
1765	10607	49456
1766	10611	49442
1767	10615	49427
1768	10620	49415
1769	10624	49400
1770	10627	49383
1771	10632	49368
1772	10636	49352
1773	10640	49339
1774	10644	49324
1775	10648	49308
1776	10652	49292
1777	10656	49279
1778	10659	49259
1779	10662	49239
1780	10665	49221
1781	10670	49207
1782	10673	49188
1783	10677	49175
1784	10681	49158
1785	10685	49144
1786	10689	49130
1787	10693	49111
1788	10696	49094
1789	10703	49090
1790	10711	49096
1791	10719	49098
1792	10727	49102
1793	10733	49098
1794	10738	49088
1795	10745	49083
1796	10753	49086
1797	10761	49089
1798	10766	49082
1799	10772	49076
1800	10778	49066
1801	10782	49053
1802	10787	49043
1803	10790	49025
1804	10795	49011
1805	10799	48996
1806	10803	48985
1807	10807	48969
1808	10812	48956
1809	10815	48940
1810	10819	48924
1811	10823	48909
1812	10827	48895
1813	10831	48881
1814	10835	48865
1815	10839	48849
1816	10843	48834
1817	10847	48821
1818	10851	48805
1819	10855	48790
1820	10859	48775
1821	10868	48781
1822	10873	48774
1823	10879	48766
1824	10884	48757
1825	10888	48742
1826	10897	48748
1827	10905	48752
1828	10913	48754
1829	10921	48759
1830	10928	48758
1831	10934	48749
1832	10940	48745
1833	10950	48755
1834	10956	48753
1835	10965	48758
1836	10972	48760
1837	10979	48755
1838	10983	48743
1839	10990	48739
1840	10997	48738
1841	11001	48725
1842	11006	48712
1843	11010	48699
1844	11014	48683
1845	11018	48668
1846	11022	48653
1847	11026	48641
1848	11030	48626
1849	11034	48610
1850	11038	48596
1851	11041	48578
1852	11045	48561
1853	11048	48546
1854	11052	48531
1855	11056	48516
1856	11060	48500
1857	11064	48485
1858	11068	48470
1859	11072	48454
1860	11076	48440
1861	11080	48426
1862	11084	48412
1863	11087	48396
1864	11091	48382
1865	11095	48366
1866	11099	48353
1867	11104	48341
1868	11112	48343
1869	11121	48350
1870	11129	48356
1871	11136	48352
1872	11141	48343
1873	11146	48334
1874	11154	48335
1875	11162	48340
1876	11168	48331
1877	11174	48328
1878	11179	48318
1879	11183	48304
1880	11187	48289
1881	11191	48274
1882	11195	48258
1883	11198	48241
1884	11202	48228
1885	11207	48216
1886	11211	48202
1887	11215	48188
1888	11219	48172
1889	11223	48160
1890	11227	48144
1891	11231	48130
1892	11234	48114
1893	11239	48101
1894	11243	48087
1895	11246	48071
1896	11250	48057
1897	11254	48043
1898	11258	48029
1899	11262	48013
1900	11265	47996
1901	11270	47983
1902	11273	47966
1903	11277	47952
1904	11280	47936
1905	11285	47923
1906	11289	47908
1907	11293	47897
1908	11300	47893
1909	11308	47896
1910	11315	47898
1911	11324	47902
1912	11330	47898
1913	11336	47893
1914	11340	47877
1915	11346	47872
1916	11355	47881
1917	11361	47874
1918	11367	47870
1919	11374	47866
1920	11379	47856
1921	11387	47858
1922	11395	47862
1923	11403	47866
1924	11413	47875
1925	11419	47871
1926	11426	47868
1927	11432	47864
1928	11437	47856
1929	11441	47841
1930	11445	47827
1931	11450	47817
1932	11454	47803
1933	11458	47787
1934	11461	47771
1935	11465	47757
1936	11469	47744
1937	11473	47729
1938	11478	47717
1939	11481	47702
1940	11485	47689
1941	11491	47683
1942	11499	47683
1943	11508	47690
1944	11517	47696
1945	11523	47691
1946	11527	47679
1947	11534	47675
1948	11540	47670
1949	11548	47673
1950	11554	47667
1951	11559	47661
1952	11567	47660
1953	11571	47647
1954	11575	47635
1955	11579	47619
1956	11582	47604
1957	11586	47589
1958	11590	47576
1959	11594	47561
1960	11599	47552
1961	11603	47536
1962	11607	47523
1963	11610	47508
1964	11615	47494
1965	11619	47481
1966	11623	47467
1967	11626	47452
1968	11630	47439
1969	11634	47423
1970	11637	47406
1971	11640	47389
1972	11644	47376
1973	11648	47359
1974	11652	47347
1975	11656	47333
1976	11659	47314
1977	11663	47301
1978	11666	47285
1979	11669	47268
1980	11674	47257
1981	11678	47243
1982	11682	47229
1983	11686	47216
1984	11694	47219
1985	11701	47218
1986	11710	47225
1987	11718	47228
1988	11724	47222
1989	11729	47213
1990	11735	47208
1991	11740	47199
1992	11748	47198
1993	11754	47196
1994	11760	47191
1995	11766	47182
1996	11769	47167
1997	11773	47153
1998	11779	47148
1999	11785	47143
2000	11789	47128
2001	11793	47115
2002	11797	47100
2003	11801	47087
2004	11804	47069
2005	11807	47054
2006	11811	47038
2007	11815	47025
2008	11819	47012
2009	11828	47017
2010	11837	47025
2011	11845	47027
2012	11851	47025
2013	11858	47021
2014	11862	47009
2015	11867	46998
2016	11871	46984
2017	11875	46973
2018	11878	46954
2019	11883	46946
2020	11887	46932
2021	11891	46920
2022	11901	46927
2023	11908	46928
2024	11917	46932
2025	11926	46939
2026	11935	46946
2027	11943	46949
2028	11948	46941
2029	11953	46932
2030	11959	46926
2031	11967	46927
2032	11971	46913
2033	11975	46901
2034	11980	46892
2035	11985	46882
2036	11988	46864
2037	11992	46851
2038	11996	46839
2039	12000	46826
2040	12004	46813
2041	12007	46794
2042	12011	46781
2043	12014	46763
2044	12017	46748
2045	12022	46736
2046	12025	46721
2047	12028	46705
2048	12032	46691
2049	12037	46680
2050	12040	46665
2051	12044	46651
2052	12049	46640
2053	12052	46626
2054	12057	46614
2055	12060	46601
2056	12065	46589
2057	12068	46574
2058	12073	46563
2059	12077	46550
2060	12086	46555
2061	12095	46561
2062	12100	46552
2063	12108	46557
2064	12115	46555
2065	12121	46550
2066	12128	46546
2067	12136	46550
2068	12143	46550
2069	12149	46545
2070	12156	46542
2071	12161	46533
2072	12165	46520
2073	12170	46512
2074	12174	46499
2075	12179	46488
2076	12183	46474
2077	12187	46460
2078	12191	46448
2079	12195	46437
2080	12199	46425
2081	12204	46413
2082	12208	46400
2083	12212	46387
2084	12216	46375
2085	12220	46361
2086	12224	46351
2087	12228	46337
2088	12232	46324
2089	12236	46310
2090	12240	46297
2091	12242	46277
2092	12246	46265
2093	12250	46252
2094	12253	46237
2095	12257	46223
2096	12261	46210
2097	12265	46196
2098	12269	46183
2099	12275	46179
2100	12283	46180
2101	12292	46185
2102	12299	46187
2103	12308	46191
2104	12314	46187
2105	12321	46183
2106	12327	46179
2107	12336	46185
2108	12342	46179
2109	12349	46177
2110	12355	46171
2111	12358	46157
2112	12361	46139
2113	12364	46125
2114	12368	46111
2115	12372	46100
2116	12376	46084
2117	12380	46073
2118	12384	46061
2119	12388	46049
2120	12392	46035
2121	12397	46025
2122	12401	46013
2123	12406	46003
2124	12413	46003
2125	12421	46006
2126	12429	46008
2127	12436	46007
2128	12443	46005
2129	12450	46001
2130	12459	46009
2131	12467	46011
2132	12477	46018
2133	12485	46023
2134	12494	46026
2135	12499	46017
2136	12507	46021
2137	12515	46023
2138	12525	46034
2139	12531	46026
2140	12540	46031
2141	12550	46043
2142	12558	46044
2143	12568	46052
2144	12576	46055
2145	12583	46051
2146	12591	46056
2147	12597	46050
2148	12601	46038
2149	12605	46025
2150	12609	46010
2151	12613	45999
2152	12617	45986
2153	12621	45974
2154	12626	45963
2155	12629	45950
2156	12633	45937
2157	12637	45924
2158	12641	45910
2159	12645	45896
2160	12648	45884
2161	12652	45870
2162	12654	45850
2163	12658	45837
2164	12662	45823
2165	12665	45809
2166	12669	45797
2167	12676	45793
2168	12684	45795
2169	12691	45794
2170	12698	45794
2171	12705	45790
2172	12713	45793
2173	12720	45790
2174	12727	45788
2175	12734	45788
2176	12739	45777
2177	12742	45763
2178	12746	45752
2179	12751	45742
2180	12755	45728
2181	12758	45712
2182	12761	45698
2183	12765	45685
2184	12769	45671
2185	12773	45659
2186	12777	45647
2187	12780	45629
2188	12783	45614
2189	12787	45601
2190	12794	45602
2191	12801	45601
2192	12807	45595
2193	12814	45591
2194	12818	45580
2195	12822	45567
2196	12824	45549
2197	12829	45540
2198	12833	45526
2199	12836	45512
2200	12840	45499
2201	12844	45485
2202	12848	45474
2203	12852	45462
2204	12856	45449
2205	12860	45437
2206	12864	45423
2207	12868	45412
2208	12873	45402
2209	12880	45402
2210	12888	45405
2211	12897	45410
2212	12904	45407
2213	12913	45411
2214	12920	45411
2215	12927	45408
2216	12937	45417
2217	12945	45419
2218	12953	45421
2219	12962	45426
2220	12969	45424
2221	12975	45420
2222	12981	45414
2223	12986	45407
2224	12991	45396
2225	12994	45382
2226	12998	45369
2227	13002	45355
2228	13006	45343
2229	13010	45331
2230	13013	45315
2231	13016	45300
2232	13020	45289
2233	13024	45277
2234	13028	45265
2235	13032	45251
2236	13035	45237
2237	13039	45225
2238	13043	45212
2239	13047	45199
2240	13051	45187
2241	13055	45175
2242	13059	45163
2243	13063	45152
2244	13067	45141
2245	13075	45141
2246	13083	45141
2247	13090	45139
2248	13097	45139
2249	13102	45130
2250	13110	45131
2251	13116	45127
2252	13122	45123
2253	13127	45114
2254	13134	45111
2255	13139	45101
2256	13143	45089
2257	13146	45076
2258	13150	45064
2259	13154	45052
2260	13158	45040
2261	13163	45029
2262	13167	45016
2263	13170	45004
2264	13174	44992
2265	13178	44980
2266	13182	44966
2267	13185	44953
2268	13189	44940
2269	13193	44928
2270	13198	44918
2271	13201	44905
2272	13205	44891
2273	13209	44878
2274	13213	44867
2275	13218	44858
2276	13221	44845
2277	13226	44835
2278	13230	44823
2279	13235	44813
2280	13239	44803
2281	13242	44786
2282	13246	44774
2283	13250	44762
2284	13254	44752
2285	13258	44739
2286	13261	44726
2287	13269	44725
2288	13273	44715
2289	13281	44716
2290	13289	44719
2291	13297	44719
2292	13305	44721
2293	13314	44725
2294	13324	44734
2295	13335	44746
2296	13343	44746
2297	13350	44746
2298	13361	44757
2299	13370	44762
2300	13380	44771
2301	13385	44761
2302	13395	44769
2303	13402	44769
2304	13413	44779
2305	13417	44769
2306	13424	44767
2307	13431	44762
2308	13434	44749
2309	13443	44751
2310	13451	44755
2311	13460	44758
2312	13469	44764
2313	13476	44761
2314	13483	44759
2315	13493	44767
2316	13502	44773
2317	13511	44777
2318	13514	44763
2319	13522	44765
2320	13528	44760
2321	13532	44747
2322	13537	44737
2323	13540	44724
2324	13545	44713
2325	13549	44702
2326	13553	44692
2327	13557	44680
2328	13561	44667
2329	13565	44654
2330	13569	44642
2331	13573	44631
2332	13577	44619
2333	13580	44606
2334	13585	44594
2335	13588	44582
2336	13591	44567
2337	13594	44552
2338	13598	44540
2339	13602	44528
2340	13606	44517
2341	13610	44505
2342	13613	44489
2343	13616	44473
2344	13619	44458
2345	13621	44441
2346	13624	44427
2347	13628	44414
2348	13631	44398
2349	13635	44386
2350	13639	44375
2351	13643	44363
2352	13647	44352
2353	13651	44340
2354	13658	44340
2355	13666	44339
2356	13674	44340
2357	13681	44339
2358	13687	44333
2359	13696	44340
2360	13704	44340
2361	13711	44337
2362	13717	44332
2363	13723	44329
2364	13728	44318
2365	13732	44307
2366	13735	44292
2367	13739	44282
2368	13743	44270
2369	13747	44259
2370	13752	44249
2371	13756	44239
2372	13764	44239
2373	13768	44230
2374	13771	44215
2375	13778	44211
2376	13785	44208
2377	13789	44196
2378	13793	44186
2379	13797	44175
2380	13806	44178
2381	13814	44180
2382	13821	44177
2383	13830	44183
2384	13834	44171
2385	13840	44165
2386	13847	44165
2387	13850	44149
2388	13858	44151
2389	13865	44148
2390	13869	44137
2391	13877	44140
2392	13887	44144
2393	13895	44146
2394	13902	44144
2395	13908	44141
2396	13918	44146
2397	13925	44144
2398	13931	44139
2399	13941	44149
2400	13948	44144
2401	13957	44151
2402	13966	44153
2403	13973	44151
2404	13981	44152
2405	13987	44147
2406	13997	44155
2407	14004	44154
2408	14013	44158
2409	14021	44159
2410	14026	44151
2411	14032	44145
2412	14041	44151
2413	14053	44163
2414	14060	44160
2415	14068	44162
2416	14078	44170
2417	14089	44179
2418	14094	44170
2419	14104	44177
2420	14119	44200
2421	14130	44212
2422	14145	44235
2423	14157	44249
2424	14174	44277
2425	14187	44292
2426	14199	44306
2427	14209	44313
2428	14214	44305
2429	14225	44315
2430	14232	44314
2431	14241	44317
2432	14250	44322
2433	14261	44330
2434	14271	44337
2435	14282	44346
2436	14290	44350
2437	14294	44337
2438	14306	44349
2439	14315	44354
2440	14327	44368
2441	14337	44374
2442	14344	44373
2443	14353	44375
2444	14359	44369
2445	14363	44360
2446	14369	44354
2447	14374	44345
2448	14379	44337
2449	14385	44331
2450	14391	44326
2451	14397	44321
2452	14403	44313
2453	14407	44302
2454	14413	44296
2455	14418	44290
2456	14425	44284
2457	14430	44277
2458	14436	44272
2459	14443	44269
2460	14452	44273
2461	14461	44278
2462	14472	44285
2463	14480	44287
2464	14487	44285
2465	14496	44290
2466	14505	44292
2467	14517	44306
2468	14526	44308
2469	14533	44306
2470	14542	44308
2471	14549	44307
2472	14556	44304
2473	14561	44298
2474	14568	44292
2475	14572	44281
2476	14578	44275
2477	14583	44267
2478	14589	44263
2479	14597	44263
2480	14608	44273
2481	14618	44279
2482	14628	44285
2483	14638	44292
2484	14644	44288
2485	14655	44297
2486	14664	44300
2487	14674	44307
2488	14684	44312
2489	14694	44318
2490	14706	44330
2491	14717	44341
2492	14726	44346
2493	14740	44362
2494	14750	44369
2495	14763	44385
2496	14774	44393
2497	14782	44393
2498	14788	44389
2499	14795	44387
2500	14802	44383
2501	14808	44377
2502	14813	44370
2503	14818	44361
2504	14824	44355
2505	14831	44351
2506	14837	44347
2507	14844	44343
2508	14850	44337
2509	14859	44341
2510	14870	44350
2511	14875	44342
2512	14885	44348
2513	14896	44357
2514	14905	44360
2515	14914	44363
2516	14922	44363
2517	14927	44355
2518	14934	44351
2519	14939	44345
2520	14946	44341
2521	14951	44333
2522	14958	44330
2523	14965	44326
2524	14972	44325
2525	14981	44326
2526	14988	44323
2527	14997	44329
2528	15005	44327
2529	15013	44329
2530	15019	44321
2531	15025	44315
2532	15031	44311
2533	15035	44298
2534	15040	44291
2535	15045	44282
2536	15056	44290
2537	15065	44294
2538	15074	44298
2539	15083	44300
2540	15092	44304
2541	15102	44309
2542	15110	44310
2543	15123	44322
2544	15132	44326
2545	15144	44338
2546	15155	44348
2547	15169	44364
2548	15180	44374
2549	15188	44373
2550	15196	44373
2551	15206	44380
2552	15212	44374
2553	15219	44371
2554	15232	44384
2555	15246	44404
2556	15258	44415
2557	15268	44422
2558	15279	44429
2559	15288	44430
2560	15298	44439
2561	15314	44459
2562	15327	44475
2563	15340	44490
2564	15356	44514
2565	15368	44525
2566	15375	44521
2567	15385	44526
2568	15394	44528
2569	15404	44533
2570	15415	44544
2571	15426	44550
2572	15435	44555
2573	15444	44557
2574	15454	44561
2575	15459	44554
2576	15468	44556
2577	15475	44554
2578	15484	44555
2579	15491	44554
2580	15497	44547
2581	15504	44544
2582	15511	44540
2583	15520	44542
2584	15528	44542
2585	15535	44540
2586	15542	44538
2587	15548	44532
2588	15555	44527
2589	15561	44522
2590	15566	44511
2591	15575	44513
2592	15581	44507
2593	15587	44502
2594	15593	44496
2595	15599	44490
2596	15603	44479
2597	15605	44462
2598	15609	44450
2599	15613	44437
2600	15615	44419
2601	15618	44407
2602	15622	44393
2603	15626	44382
2604	15630	44370
2605	15632	44354
2606	15637	44344
2607	15641	44334
2608	15645	44322
2609	15649	44310
2610	15654	44300
2611	15662	44301
2612	15670	44300
2613	15679	44303
2614	15688	44304
2615	15694	44301
2616	15701	44295
2617	15707	44289
2618	15715	44291
2619	15719	44277
2620	15725	44273
2621	15732	44268
2622	15738	44262
2623	15743	44253
2624	15750	44251
2625	15759	44252
2626	15763	44243
2627	15770	44237
2628	15777	44235
2629	15785	44235
2630	15790	44225
2631	15802	44237
2632	15814	44248
2633	15823	44250
2634	15831	44250
2635	15838	44246
2636	15845	44244
2637	15854	44245
2638	15861	44242
2639	15865	44230
2640	15874	44232
2641	15881	44229
2642	15893	44239
2643	15905	44250
2644	15917	44262
2645	15929	44272
2646	15934	44264
2647	15942	44262
2648	15950	44262
2649	15957	44258
2650	15963	44254
2651	15974	44261
2652	15981	44256
2653	15990	44260
2654	15999	44261
2655	16006	44257
2656	16010	44246
2657	16017	44244
2658	16026	44246
2659	16033	44243
2660	16041	44242
2661	16051	44246
2662	16059	44247
2663	16065	44240
2664	16071	44235
2665	16078	44230
2666	16080	44213
2667	16087	44210
2668	16095	44209
2669	16105	44213
2670	16114	44216
2671	16117	44203
2672	16123	44196
2673	16128	44187
2674	16133	44178
2675	16139	44172
2676	16143	44160
2677	16147	44148
2678	16152	44139
2679	16155	44126
2680	16159	44114
2681	16162	44100
2682	16168	44093
2683	16172	44081
2684	16175	44069
2685	16179	44057
2686	16186	44053
2687	16193	44048
2688	16199	44043
2689	16204	44036
2690	16210	44028
2691	16215	44019
2692	16218	44006
2693	16222	43994
2694	16226	43984
2695	16229	43968
2696	16231	43952
2697	16235	43941
2698	16240	43930
2699	16244	43919
2700	16252	43918
2701	16259	43916
2702	16267	43916
2703	16277	43919
2704	16283	43915
2705	16289	43909
2706	16297	43908
2707	16305	43906
2708	16312	43902
2709	16318	43896
2710	16322	43887
2711	16327	43877
2712	16331	43864
2713	16334	43852
2714	16339	43842
2715	16343	43832
2716	16347	43820
2717	16351	43809
2718	16356	43798
2719	16360	43787
2720	16364	43777
2721	16368	43765
2722	16372	43754
2723	16376	43742
2724	16381	43732
2725	16384	43721
2726	16389	43711
2727	16393	43700
2728	16398	43690
2729	16402	43680
2730	16412	43683
2731	16416	43674
2732	16426	43678
2733	16438	43687
2734	16448	43691
2735	16451	43678
2736	16458	43675
2737	16466	43674
2738	16471	43665
2739	16480	43666
2740	16490	43671
2741	16503	43684
2742	16512	43685
2743	16526	43701
2744	16538	43711
2745	16547	43712
2746	16552	43702
2747	16559	43701
2748	16567	43699
2749	16573	43694
2750	16580	43689
2751	16587	43685
2752	16598	43695
2753	16612	43707
2754	16621	43710
2755	16626	43701
2756	16635	43704
2757	16643	43702
2758	16650	43700
2759	16657	43695
2760	16662	43687
2761	16672	43691
2762	16681	43693
2763	16690	43694
2764	16699	43695
2765	16707	43694
2766	16715	43694
2767	16718	43681
2768	16722	43668
2769	16728	43663
2770	16734	43658
2771	16743	43659
2772	16752	43659
2773	16757	43652
2774	16764	43648
2775	16768	43636
2776	16772	43625
2777	16778	43619
2778	16782	43608
2779	16786	43597
2780	16790	43584
2781	16794	43572
2782	16796	43556
2783	16799	43544
2784	16803	43533
2785	16808	43522
2786	16812	43511
2787	16815	43498
2788	16820	43489
2789	16824	43477
2790	16828	43466
2791	16832	43455
2792	16836	43443
2793	16841	43435
2794	16849	43436
2795	16858	43437
2796	16866	43436
2797	16874	43433
2798	16879	43426
2799	16884	43418
2800	16893	43419
2801	16901	43418
2802	16908	43415
2803	16914	43408
2804	16919	43399
2805	16923	43387
2806	16927	43376
2807	16930	43364
2808	16935	43353
2809	16940	43346
2810	16945	43336
2811	16949	43326
2812	16953	43314
2813	16957	43303
2814	16961	43291
2815	16966	43282
2816	16969	43270
2817	16973	43258
2818	16977	43247
2819	16982	43237
2820	16985	43226
2821	16989	43213
2822	16991	43198
2823	16995	43187
2824	16999	43175
2825	17003	43164
2826	17007	43153
2827	17016	43154
2828	17027	43161
2829	17036	43164
2830	17045	43164
2831	17052	43159
2832	17058	43154
2833	17065	43151
2834	17073	43150
2835	17077	43140
2836	17087	43142
2837	17092	43135
2838	17099	43130
2839	17105	43123
2840	17111	43117
2841	17117	43112
2842	17121	43102
2843	17125	43090
2844	17130	43081
2845	17134	43071
2846	17138	43060
2847	17142	43050
2848	17150	43048
2849	17157	43044
2850	17163	43037
2851	17170	43034
2852	17175	43025
2853	17180	43016
2854	17184	43006
2855	17188	42996
2856	17191	42982
2857	17196	42972
2858	17200	42961
2859	17203	42948
2860	17207	42936
2861	17211	42926
2862	17215	42915
2863	17219	42903
2864	17222	42892
2865	17227	42882
2866	17231	42870
2867	17240	42871
2868	17246	42865
2869	17255	42867
2870	17262	42864
2871	17269	42860
2872	17275	42856
2873	17283	42854
2874	17292	42855
2875	17298	42849
2876	17306	42847
2877	17310	42836
2878	17314	42825
2879	17317	42813
2880	17322	42803
2881	17326	42793
2882	17330	42783
2883	17334	42771
2884	17338	42760
2885	17341	42745
2886	17345	42735
2887	17349	42724
2888	17353	42714
2889	17357	42703
2890	17361	42692
2891	17365	42681
2892	17369	42670
2893	17373	42659
2894	17377	42649
2895	17381	42637
2896	17385	42626
2897	17388	42612
2898	17392	42601
2899	17396	42590
2900	17400	42579
2901	17404	42568
2902	17407	42557
2903	17412	42547
2904	17416	42536
2905	17419	42522
2906	17423	42512
2907	17430	42509
2908	17439	42510
2909	17448	42510
2910	17456	42511
2911	17462	42505
2912	17465	42490
2913	17471	42484
2914	17478	42482
2915	17486	42480
2916	17492	42474
2917	17498	42468
2918	17503	42461
2919	17508	42451
2920	17512	42440
2921	17517	42433
2922	17522	42423
2923	17525	42411
2924	17529	42400
2925	17538	42400
2926	17545	42397
2927	17553	42397
2928	17562	42397
2929	17568	42393
2930	17574	42385
2931	17579	42379
2932	17587	42376
2933	17591	42365
2934	17596	42357
2935	17600	42346
2936	17604	42336
2937	17608	42324
2938	17612	42313
2939	17618	42307
2940	17625	42305
2941	17632	42301
2942	17639	42296
2943	17647	42296
2944	17655	42295
2945	17663	42294
2946	17671	42292
2947	17677	42286
2948	17683	42281
2949	17691	42280
2950	17696	42272
2951	17701	42262
2952	17705	42250
2953	17710	42242
2954	17714	42232
2955	17716	42218
2956	17720	42206
2957	17724	42196
2958	17728	42184
2959	17731	42172
2960	17735	42161
2961	17739	42151
2962	17743	42140
2963	17747	42130
2964	17751	42119
2965	17755	42108
2966	17760	42099
2967	17764	42088
2968	17768	42077
2969	17772	42066
2970	17776	42056
2971	17780	42045
2972	17784	42035
2973	17788	42024
2974	17792	42015
2975	17796	42004
2976	17800	41993
2977	17803	41980
2978	17807	41969
2979	17812	41960
2980	17816	41949
2981	17820	41939
2982	17824	41929
2983	17833	41929
2984	17841	41928
2985	17848	41925
2986	17855	41922
2987	17862	41917
2988	17867	41910
2989	17873	41903
2990	17881	41901
2991	17889	41901
2992	17895	41896
2993	17901	41890
2994	17906	41881
2995	17910	41870
2996	17914	41859
2997	17919	41852
2998	17924	41842
2999	17927	41831
3000	17931	41820
3001	17935	41809
3002	17938	41796
3003	17942	41785
3004	17946	41774
3005	17950	41764
3006	17954	41754
3007	17958	41743
3008	17962	41733
3009	17966	41722
3010	17969	41708
3011	17973	41698
3012	17977	41688
3013	17981	41677
3014	17984	41665
3015	17988	41655
3016	17992	41645
3017	17996	41634
3018	18000	41623
3019	18004	41613
3020	18008	41603
3021	18012	41592
3022	18020	41591
3023	18028	41590
3024	18036	41589
3025	18045	41588
3026	18049	41578
3027	18054	41570
3028	18060	41565
3029	18067	41560
3030	18075	41559
3031	18082	41556
3032	18090	41554
3033	18098	41554
3034	18103	41545
3035	18109	41540
3036	18116	41536
3037	18124	41533
3038	18131	41530
3039	18137	41525
3040	18144	41521
3041	18148	41511
3042	18153	41502
3043	18157	41491
3044	18161	41482
3045	18165	41471
3046	18169	41461
3047	18174	41452
3048	18178	41441
3049	18182	41431
3050	18186	41421
3051	18190	41412
3052	18194	41401
3053	18198	41391
3054	18203	41381
3055	18207	41371
3056	18211	41361
3057	18215	41351
3058	18224	41352
3059	18230	41347
3060	18238	41344
3061	18247	41345
3062	18253	41340
3063	18258	41333
3064	18265	41327
3065	18274	41328
3066	18280	41323
3067	18285	41316
3068	18292	41312
3069	18297	41303
3070	18301	41293
3071	18306	41284
3072	18310	41274
3073	18314	41264
3074	18318	41254
3075	18322	41244
3076	18327	41234
3077	18331	41224
3078	18335	41214
3079	18339	41203
3080	18342	41191
3081	18346	41180
3082	18350	41171
3083	18353	41159
3084	18357	41148
3085	18361	41138
3086	18366	41128
3087	18370	41118
3088	18374	41108
3089	18378	41098
3090	18382	41087
3091	18386	41078
3092	18389	41066
3093	18393	41056
3094	18398	41046
3095	18401	41035
3096	18406	41026
3097	18410	41017
3098	18420	41019
3099	18428	41018
3100	18437	41018
3101	18444	41014
3102	18450	41009
3103	18457	41005
3104	18463	40999
3105	18472	41000
3106	18477	40994
3107	18484	40989
3108	18490	40984
3109	18494	40973
3110	18498	40963
3111	18502	40953
3112	18506	40942
3113	18511	40935
3114	18515	40924
3115	18519	40914
3116	18523	40904
3117	18527	40894
3118	18530	40881
3119	18534	40869
3120	18537	40859
3121	18544	40855
3122	18553	40855
3123	18561	40853
3124	18569	40853
3125	18576	40848
3126	18582	40843
3127	18588	40838
3128	18595	40834
3129	18603	40832
3130	18611	40831
3131	18617	40825
3132	18624	40822
3133	18633	40821
3134	18641	40820
3135	18649	40819
3136	18656	40815
3137	18662	40810
3138	18669	40805
3139	18675	40801
3140	18679	40790
3141	18683	40780
3142	18688	40771
3143	18692	40761
3144	18696	40751
3145	18700	40741
3146	18704	40732
3147	18708	40722
3148	18713	40713
3149	18717	40702
3150	18721	40692
3151	18725	40682
3152	18729	40671
3153	18733	40662
3154	18737	40652
3155	18742	40643
3156	18746	40633
3157	18750	40624
3158	18754	40613
3159	18758	40603
3160	18762	40592
3161	18766	40583
3162	18770	40572
3163	18774	40563
3164	18778	40554
3165	18782	40543
3166	18786	40532
3167	18790	40523
3168	18794	40513
3169	18798	40503
3170	18802	40493
3171	18809	40489
3172	18818	40489
3173	18827	40489
3174	18835	40487
3175	18842	40486
3176	18849	40482
3177	18856	40478
3178	18864	40475
3179	18871	40473
3180	18877	40467
3181	18885	40466
3182	18889	40456
3183	18893	40445
3184	18898	40437
3185	18902	40426
3186	18906	40416
3187	18910	40406
3188	18914	40397
3189	18919	40388
3190	18923	40378
3191	18927	40369
3192	18931	40359
3193	18936	40351
3194	18940	40341
3195	18945	40332
3196	18949	40323
3197	18953	40312
3198	18957	40303
3199	18961	40293
3200	18965	40283
3201	18969	40273
3202	18974	40264
3203	18977	40253
3204	18981	40243
3205	18985	40232
3206	18989	40222
3207	18993	40212
3208	18996	40201
3209	19000	40191
3210	19005	40182
3211	19013	40181
3212	19022	40181
3213	19029	40179
3214	19037	40177
3215	19044	40173
3216	19050	40168
3217	19058	40165
3218	19067	40165
3219	19076	40167
3220	19084	40166
3221	19093	40165
3222	19098	40159
3223	19105	40155
3224	19112	40151
3225	19121	40151
3226	19128	40147
3227	19134	40141
3228	19139	40134
3229	19143	40124
