iter	F1	Logloss
260	0.5177514793	0.419223692
261	0.5177514793	0.4188278779
262	0.5177514793	0.4184025754
263	0.5184820108	0.4179970851
264	0.5184820108	0.4175847876
265	0.5184820108	0.4171907771
266	0.5184820108	0.416809401
267	0.5184820108	0.4164748394
268	0.5192118227	0.4160428397
269	0.5194677181	0.4156889351
270	0.5201970443	0.4153140342
271	0.5209256524	0.4149147694
272	0.5194677181	0.414637655
273	0.5187376726	0.4143369726
274	0.5197238659	0.4139814827
275	0.5199802664	0.413615601
276	0.5197238659	0.41322287
277	0.5197238659	0.4127920026
278	0.521182266	0.4123768435
279	0.521182266	0.412065948
280	0.5207100592	0.4117773077
281	0.5207100592	0.4113783353
282	0.521182266	0.410983936
283	0.5221674877	0.4106581647
284	0.5221674877	0.4102806845
285	0.521910389	0.4098621101
286	0.5216535433	0.4095387322
287	0.5216535433	0.4091600562
288	0.5209256524	0.4087579704
289	0.5209256524	0.4083676779
290	0.5209256524	0.4080616043
291	0.5209256524	0.4077152263
292	0.5209256524	0.4074112242
293	0.5209256524	0.4071079766
294	0.5209256524	0.4067649464
295	0.5223807182	0.4064038455
296	0.5221238938	0.4060797239
297	0.5223807182	0.4057575504
298	0.5213969503	0.40547224
299	0.5245579568	0.4051801587
300	0.5252822779	0.4048648611
301	0.5252822779	0.4045400611
302	0.525540275	0.4042873036
303	0.5252822779	0.4040403717
304	0.5252822779	0.4036938326
305	0.5260058881	0.4033327854
306	0.5267287886	0.4029598192
307	0.5274509804	0.4026734877
308	0.5271925527	0.4023938047
309	0.5274509804	0.4021487831
310	0.5281724645	0.4018204064
311	0.5277096616	0.4015844578
312	0.5274509804	0.4011995298
313	0.5274509804	0.4009296342
314	0.5281724645	0.4006842269
315	0.5281724645	0.4004023861
316	0.5284313725	0.4001327735
317	0.5274509804	0.3998763992
318	0.5281724645	0.3995820651
319	0.5281724645	0.3993947732
320	0.5288932419	0.399099011
321	0.5288932419	0.3987846669
322	0.5288932419	0.3984890587
323	0.5288932419	0.3981909069
324	0.5301322881	0.3979451559
325	0.5301322881	0.3976512593
326	0.5308521058	0.3973789155
327	0.5305922663	0.3970406171
328	0.5310513447	0.3967256117
329	0.531769306	0.3963964965
330	0.5324865657	0.3961147674
331	0.5324865657	0.3958236279
332	0.5324865657	0.395625881
333	0.5324865657	0.3953017514
334	0.5324865657	0.3950868699
335	0.5324865657	0.3948727782
336	0.5324865657	0.3946390891
337	0.533203125	0.3944409639
338	0.5339189849	0.3941925398
339	0.532942899	0.393977492
340	0.533203125	0.3937258592
341	0.5336585366	0.3935056955
342	0.533203125	0.3932603471
343	0.5339189849	0.3929921675
344	0.5339189849	0.3927687428
345	0.5343734764	0.3925570492
346	0.5346341463	0.3923592056
347	0.5346341463	0.3920942084
348	0.5346341463	0.3918544318
349	0.5339189849	0.3915425502
350	0.5339189849	0.3912918411
351	0.5353486104	0.3910641496
352	0.5372262774	0.3907917577
353	0.5379377432	0.3905118419
354	0.5372262774	0.390217646
355	0.5383867833	0.3899881295
356	0.5383867833	0.3897002052
357	0.5390966489	0.3894479526
358	0.5376762275	0.3892266323
359	0.5390966489	0.3889569054
360	0.5383867833	0.3888053111
361	0.5376762275	0.3886148836
362	0.5383867833	0.388369355
363	0.5374878286	0.3882797259
364	0.5379377432	0.3880092865
365	0.5376762275	0.3877797927
366	0.5379377432	0.3874961983
367	0.5376762275	0.3872276453
368	0.5376762275	0.3869777567
369	0.5389105058	0.3867775029
370	0.5389105058	0.3866681682
371	0.5389105058	0.3864874214
372	0.5383867833	0.3863283098
373	0.5386485173	0.3861132098
374	0.5398058252	0.385856797
375	0.5398058252	0.3856404574
376	0.5390966489	0.3854574921
377	0.5388349515	0.385215065
378	0.5386485173	0.3849833469
379	0.5388349515	0.3848022493
380	0.5390966489	0.384537778
381	0.5395439107	0.3842925102
382	0.5395439107	0.3842113874
383	0.5390966489	0.3841329192
384	0.5383867833	0.3839516181
385	0.5395439107	0.3837253415
386	0.5406976744	0.3834864499
387	0.5406976744	0.3832383115
388	0.5406976744	0.3830649385
389	0.5402521823	0.38289247
390	0.5404358354	0.3826872164
391	0.5399129173	0.3824680113
392	0.5410628019	0.3822393056
393	0.5410628019	0.3820048565
394	0.5410628019	0.3818144729
395	0.5424710425	0.381640254
396	0.5427329792	0.3814903921
397	0.5422093584	0.3813250714
398	0.5413243113	0.3811361941
399	0.5423728814	0.3810654373
400	0.5419292293	0.3809869036
401	0.5421103582	0.3807699519
402	0.5426356589	0.3806396443
403	0.5423728814	0.3804950827
404	0.5413243113	0.3802553484
405	0.5424710425	0.3800284476
406	0.5417672622	0.3798724155
407	0.5422093584	0.3796714795
408	0.5410628019	0.3794629721
409	0.5415057915	0.3792974063
410	0.5415057915	0.379108028
411	0.5426506024	0.3789237706
412	0.5427329792	0.378763265
413	0.5429122469	0.3785291503
414	0.543876567	0.3783611087
415	0.5436144578	0.3782082914
416	0.5436144578	0.3779823605
417	0.5436144578	0.3777835456
418	0.5436144578	0.3775620925
419	0.5436144578	0.3773962395
420	0.5436144578	0.3773307963
421	0.5436144578	0.3771131696
422	0.5436144578	0.3769453393
423	0.5436144578	0.3767988414
424	0.5436144578	0.376610697
425	0.5436144578	0.3764424528
426	0.5433526012	0.3762417879
427	0.5433526012	0.3760633705
428	0.5433526012	0.3758555067
429	0.5433526012	0.3757245132
430	0.5433526012	0.3755524637
431	0.5433526012	0.3753357172
432	0.5433526012	0.3752010933
433	0.5433526012	0.3750346686
434	0.5433526012	0.3749500653
435	0.5433526012	0.3747400849
436	0.5433526012	0.3746711846
437	0.5433526012	0.3745014314
438	0.5433526012	0.3743412537
439	0.5440539239	0.3741640964
440	0.5440539239	0.3739702994
441	0.5440539239	0.3738193343
442	0.5433526012	0.37366849
443	0.5426506024	0.3735202
444	0.5426506024	0.3734788602
445	0.5433526012	0.373293595
446	0.5440539239	0.373134344
447	0.5436144578	0.3730465136
448	0.5433526012	0.3728538067
449	0.5433526012	0.3727152774
450	0.5433526012	0.3725938697
451	0.5433526012	0.3724361341
452	0.5433526012	0.3723365444
453	0.5433526012	0.3721882048
454	0.5433526012	0.3721496068
455	0.5426506024	0.3720464471
456	0.5433526012	0.3718587319
457	0.5433526012	0.3717230269
458	0.5426506024	0.3715374431
459	0.5433526012	0.3713959884
460	0.5433526012	0.3712237511
461	0.5433526012	0.3710994816
462	0.5426506024	0.3709745168
463	0.5426506024	0.370807282
464	0.5454545455	0.3706250463
465	0.5440539239	0.3705384732
466	0.5433526012	0.3703791032
467	0.5433526012	0.3702925036
468	0.5433526012	0.3701602853
469	0.5433526012	0.3700145005
470	0.5433526012	0.3699226439
471	0.5433526012	0.3698060336
472	0.5433526012	0.3696428533
473	0.5454545455	0.3694726471
474	0.5447545717	0.3693657522
475	0.5454545455	0.3692782874
476	0.5454545455	0.3691346434
477	0.5454545455	0.3689808734
478	0.5454545455	0.3688282025
479	0.5454545455	0.3686548641
480	0.5454545455	0.3685322404
481	0.5454545455	0.3683634577
482	0.5447545717	0.3682407539
483	0.5447545717	0.3680838952
484	0.5454545455	0.3679878835
485	0.5444925445	0.3678276341
486	0.5447545717	0.3677027584
487	0.5447545717	0.3675964014
488	0.5447545717	0.3674612176
489	0.5447545717	0.3673588751
490	0.5447545717	0.3672797625
491	0.5440539239	0.3671581275
492	0.5444925445	0.3670401938
493	0.5451923077	0.3669032707
494	0.5451923077	0.3668740938
495	0.5451923077	0.366723769
496	0.5457170356	0.3666059478
497	0.5457170356	0.3665243301
498	0.5454545455	0.3664230607
499	0.5457170356	0.3663247517
500	0.5450168512	0.3662388444
501	0.5454545455	0.3661275951
502	0.5454545455	0.3660999089
503	0.5454545455	0.3660306217
504	0.5454545455	0.3659199041
505	0.5461538462	0.3658126404
506	0.5458913984	0.3657048856
507	0.5458913984	0.3656082987
508	0.5458913984	0.3654621527
509	0.5464165464	0.3653249835
510	0.5461538462	0.3651988483
511	0.5464165464	0.365161448
512	0.5457170356	0.3650664811
513	0.5454545455	0.3649917377
514	0.5454545455	0.3648686501
515	0.5457170356	0.3648341722
516	0.5459797785	0.3647017611
517	0.5459797785	0.3645749715
518	0.5462427746	0.3644853852
519	0.5462427746	0.3643499236
520	0.5462427746	0.3642161788
521	0.5462427746	0.3640643913
522	0.5462427746	0.3639530428
523	0.5462427746	0.3638260457
524	0.5462427746	0.363724866
525	0.5462427746	0.3636228453
526	0.5462427746	0.3634996806
527	0.5464165464	0.3633443624
528	0.5468524748	0.3632153218
529	0.5476419634	0.3631214601
530	0.5485110471	0.3629746689
531	0.5487746276	0.3628508571
532	0.5485110471	0.3626971004
533	0.5485110471	0.3626132997
534	0.5487746276	0.362523561
535	0.5487746276	0.3623875573
536	0.5487746276	0.3622754187
537	0.5485110471	0.3621833813
538	0.5485110471	0.3621188054
539	0.5485110471	0.3619895894
540	0.5485110471	0.3618755948
541	0.5485110471	0.361767139
542	0.5485110471	0.361639768
543	0.5485110471	0.3615919618
544	0.5482477196	0.3614968143
545	0.5482477196	0.3614186906
546	0.5489443378	0.3613117865
547	0.5489443378	0.3612275748
548	0.5489443378	0.361114029
549	0.5489443378	0.3610329779
550	0.5489443378	0.3609344707
551	0.5496402878	0.3608436582
552	0.5486810552	0.3606885965
553	0.5489443378	0.3606586134
554	0.5489443378	0.3605828986
555	0.5489443378	0.3604688219
556	0.5496402878	0.3603477255
557	0.5496402878	0.3602451268
558	0.5496402878	0.3601355041
559	0.5496402878	0.3600787364
560	0.5496402878	0.359974427
561	0.5493767977	0.3598642275
562	0.5493767977	0.3597722782
563	0.5493767977	0.3596762205
564	0.5493767977	0.3596412336
565	0.5493767977	0.3595146369
566	0.5493767977	0.3594227681
567	0.5493767977	0.3593419377
568	0.5493767977	0.3592235221
569	0.5500718735	0.3591570286
570	0.5500718735	0.3590709753
571	0.5500718735	0.3589611606
572	0.5500718735	0.3588882222
573	0.5500718735	0.3587787687
574	0.5498084291	0.3586847996
575	0.5500718735	0.3585641916
576	0.5498084291	0.3584317497
577	0.5498084291	0.3583570595
578	0.5498084291	0.3582358152
579	0.5498084291	0.3581078241
580	0.5498084291	0.3580410614
581	0.5498084291	0.3580179992
582	0.5498084291	0.357947895
583	0.5498084291	0.3578634432
584	0.549545237	0.3578094184
585	0.5498084291	0.3577411335
586	0.5498084291	0.3576607717
587	0.549545237	0.3575779126
588	0.549545237	0.3574809425
589	0.549545237	0.3573940129
590	0.5502392344	0.3573062206
591	0.5502392344	0.3571927238
592	0.5502392344	0.357137802
593	0.5505026328	0.3570091747
594	0.5505026328	0.3569013104
595	0.5505026328	0.3568793437
596	0.5505026328	0.3567988414
597	0.5498084291	0.3567073309
598	0.5505026328	0.3565951996
599	0.5505026328	0.3564805762
600	0.5511961722	0.3563724122
601	0.5511961722	0.3562632129
602	0.5518890483	0.3561929492
603	0.5518890483	0.3561260746
604	0.5518890483	0.3560220197
605	0.5518890483	0.3559904361
606	0.552581262	0.3559145043
607	0.5539637058	0.3557930539
608	0.5539637058	0.3557414739
609	0.552581262	0.3556786077
610	0.5532728141	0.3555774287
611	0.553699284	0.3554997716
612	0.5532728141	0.3554049634
613	0.553699284	0.3553351482
614	0.5539637058	0.355260627
615	0.5539637058	0.3551764543
616	0.5532728141	0.355122292
617	0.5539637058	0.3550229792
618	0.5539637058	0.3549145909
619	0.553699284	0.3548427757
620	0.5534351145	0.354728767
621	0.5534351145	0.3546468951
622	0.5534351145	0.3545361216
623	0.5534351145	0.3544881662
624	0.5534351145	0.3544315306
625	0.553699284	0.3543784426
626	0.552581262	0.3543578975
627	0.5532728141	0.3542470358
628	0.5532728141	0.354179591
629	0.5532728141	0.3540721764
630	0.553699284	0.3539810259
631	0.5532728141	0.3539044218
632	0.5532728141	0.3538820408
633	0.5532728141	0.353791598
634	0.5542283803	0.3536844393
635	0.5535372849	0.3536179305
636	0.5535372849	0.3535641353
637	0.5528455285	0.3535029405
638	0.5528455285	0.3534479096
639	0.5528455285	0.3534149171
640	0.5528455285	0.3533686226
641	0.5524174246	0.3532961939
642	0.5524174246	0.3532278477
643	0.5528455285	0.3531514403
644	0.5524174246	0.3531067706
645	0.5531100478	0.3530719206
646	0.5531100478	0.3529904344
647	0.5528455285	0.3528993193
648	0.5531100478	0.3528848817
649	0.5528455285	0.3528248119
650	0.5528455285	0.3527592409
651	0.5528455285	0.3526729177
652	0.55215311	0.3526178957
653	0.55215311	0.3525320486
654	0.55215311	0.3524628701
655	0.55215311	0.3523951137
656	0.55215311	0.3523370953
657	0.55215311	0.3522747304
658	0.55215311	0.3522169325
659	0.55215311	0.3521738227
660	0.55215311	0.3521020604
661	0.55215311	0.3520206192
662	0.5528455285	0.3519308132
663	0.5528455285	0.3518747732
664	0.5528455285	0.3518211711
665	0.5528455285	0.3517374162
666	0.5528455285	0.3516871508
667	0.5528455285	0.3516012009
668	0.5528455285	0.351562392
669	0.5528455285	0.3514711344
670	0.5528455285	0.3513766342
671	0.5528455285	0.3512915051
672	0.5535372849	0.3511915393
673	0.5528455285	0.3511231353
674	0.5528455285	0.3511085969
675	0.55215311	0.3510535773
676	0.55215311	0.3510078626
677	0.55215311	0.3509440451
678	0.55215311	0.3508817649
679	0.55215311	0.3507964801
680	0.55215311	0.3507391762
681	0.55215311	0.3506708449
682	0.55215311	0.3506185705
683	0.55215311	0.3505599399
684	0.55215311	0.3504751255
685	0.55215311	0.3503908891
686	0.55215311	0.3503311995
687	0.5528455285	0.3502661326
688	0.5528455285	0.3501816001
689	0.5528455285	0.3501099476
690	0.5528455285	0.3500573971
691	0.5528455285	0.3499940659
692	0.5528455285	0.3499400385
693	0.5528455285	0.3498625445
694	0.5528455285	0.3498026059
695	0.5528455285	0.3497386298
696	0.5528455285	0.3496688482
697	0.5528455285	0.3496014875
698	0.5535372849	0.3495208458
699	0.5535372849	0.3494471787
700	0.5535372849	0.3494298916
701	0.5535372849	0.3493746558
702	0.5542283803	0.3493075678
703	0.5542283803	0.3492504317
704	0.5542283803	0.3491892991
705	0.5549188157	0.3491138909
706	0.5549188157	0.3490549727
707	0.5549188157	0.3489886299
708	0.5549188157	0.3489375576
709	0.5549188157	0.3488477186
710	0.5549188157	0.3487839564
711	0.5549188157	0.3487157151
712	0.5549188157	0.3486694315
713	0.5549188157	0.3486185468
714	0.5549188157	0.3485639381
715	0.5549188157	0.3485217303
716	0.5549188157	0.3484725487
717	0.5549188157	0.3484078066
718	0.5549188157	0.3483607103
719	0.5549188157	0.3482991686
720	0.5549188157	0.3482558516
721	0.5551839465	0.348179261
722	0.5551839465	0.3481063302
723	0.5549188157	0.3480519652
724	0.5551839465	0.3479733151
725	0.5551839465	0.3479066085
726	0.5551839465	0.3478400819
727	0.5551839465	0.3478019327
728	0.5551839465	0.347737586
729	0.5544933078	0.3476829029
730	0.5544933078	0.3476036918
731	0.5544933078	0.3475174926
732	0.5544933078	0.3474652668
733	0.5544933078	0.3474203196
734	0.5544933078	0.3473762831
735	0.5544933078	0.3473278822
736	0.5544933078	0.3472678285
737	0.5544933078	0.3472187116
738	0.5544933078	0.3471551583
739	0.5544933078	0.3471010817
740	0.5544933078	0.3470471003
741	0.5544933078	0.3469861937
742	0.5542283803	0.3469349347
743	0.5542283803	0.3468699205
744	0.5549188157	0.3467945829
745	0.5549188157	0.3467408006
746	0.5549188157	0.3466850401
747	0.5549188157	0.346651652
748	0.5549188157	0.3465897858
749	0.5549188157	0.3465385473
750	0.5549188157	0.3464673511
751	0.5549188157	0.3463942842
752	0.5549188157	0.3463467377
753	0.5549188157	0.3462949458
754	0.5556085919	0.3462241061
755	0.5556085919	0.3461511654
756	0.5553435115	0.3460887675
757	0.5553435115	0.3460150191
758	0.5553435115	0.3459992533
759	0.5553435115	0.3459313351
760	0.5553435115	0.3458831519
761	0.5553435115	0.3458338643
762	0.5553435115	0.3457855905
763	0.5550786838	0.3457170955
764	0.5555026203	0.3456830855
765	0.5561904762	0.3456224277
766	0.5561904762	0.3455647218
767	0.5561904762	0.3455368361
768	0.5561904762	0.3454846545
769	0.5561904762	0.3454273839
770	0.5561904762	0.3453611911
771	0.5561904762	0.3453471136
772	0.5561904762	0.3452968971
773	0.5561904762	0.3452411655
774	0.5561904762	0.3451909759
775	0.5561904762	0.3451553874
776	0.5561904762	0.3451232588
777	0.5561904762	0.345092148
778	0.5561904762	0.3450414493
779	0.5561904762	0.3450245002
780	0.5561904762	0.3449685971
781	0.5561904762	0.3449241296
782	0.5561904762	0.3448632598
783	0.5561904762	0.3448283207
784	0.5561904762	0.3447752714
785	0.5561904762	0.3447214341
786	0.5561904762	0.3446684867
787	0.5561904762	0.344664548
788	0.5561904762	0.3445904004
789	0.5561904762	0.3445646495
790	0.5561904762	0.3445033777
791	0.5561904762	0.3444378024
792	0.5561904762	0.3444035542
793	0.5561904762	0.3443780966
794	0.5561904762	0.3443254296
795	0.5561904762	0.344301144
796	0.5568776773	0.3442395641
797	0.5568776773	0.3441707562
798	0.5568776773	0.3441066326
799	0.5568776773	0.3440802903
800	0.5571428571	0.3440448737
801	0.5568776773	0.344019878
802	0.5575642245	0.3439823006
803	0.5575642245	0.3439229402
804	0.5582501189	0.3438711361
805	0.5596199525	0.3438281288
806	0.5596199525	0.3437885925
807	0.5589353612	0.3437851491
808	0.5596199525	0.3437429711
809	0.5596199525	0.3436986199
810	0.5596199525	0.3436583905
811	0.5589353612	0.3436218744
812	0.5589353612	0.3435605353
813	0.5586698337	0.3435230075
814	0.5589353612	0.3434935221
815	0.5589353612	0.3434452399
816	0.5582501189	0.3434049405
817	0.5589353612	0.3433375853
818	0.5589353612	0.3433089754
819	0.5589353612	0.3432580891
820	0.5589353612	0.3432495785
821	0.5589353612	0.3431994794
822	0.5589353612	0.3431631971
823	0.5589353612	0.3431204251
824	0.5589353612	0.3430855137
825	0.5589353612	0.3430528098
826	0.5589353612	0.3430146625
827	0.5589353612	0.3429833684
828	0.5589353612	0.3429475529
829	0.5589353612	0.3429233598
830	0.5589353612	0.3428835659
831	0.5589353612	0.3428403316
832	0.5589353612	0.3427936129
833	0.5589353612	0.3427425944
834	0.5589353612	0.3426917445
835	0.5586698337	0.3426317423
836	0.5596199525	0.3425746277
837	0.559354226	0.3425251168
838	0.5596199525	0.3424960479
839	0.5596199525	0.3424551345
840	0.5596199525	0.3424139493
841	0.5596199525	0.3423782892
842	0.559354226	0.3423267758
843	0.559354226	0.3422898431
844	0.559354226	0.3422434544
845	0.559354226	0.3422300943
846	0.559354226	0.3421703932
847	0.5590887518	0.3421330771
848	0.5590887518	0.3420890451
849	0.559772296	0.3420655077
850	0.5590887518	0.3420399562
851	0.559772296	0.3419858589
852	0.5590887518	0.3419433247
853	0.5595068753	0.3419108806
854	0.5588235294	0.341861763
855	0.5585585586	0.3418192741
856	0.5585585586	0.3417876
857	0.5585585586	0.3417367177
858	0.5585585586	0.3417075115
859	0.5585585586	0.3416674712
860	0.5585585586	0.3416244844
861	0.5585585586	0.3416018281
862	0.5585585586	0.3415534249
863	0.5585585586	0.3415060279
864	0.5588235294	0.3414798448
865	0.5585585586	0.3414348546
866	0.5585585586	0.3414078279
867	0.5585585586	0.3413791465
868	0.5585585586	0.3413514586
869	0.5585585586	0.341304239
870	0.5585585586	0.341252058
871	0.5585585586	0.3412166868
872	0.5582938389	0.3411784046
873	0.5582938389	0.3411358064
874	0.5582938389	0.3411110617
875	0.5582938389	0.34105588
876	0.5582938389	0.3409965214
877	0.5582938389	0.3409841662
878	0.5582938389	0.340925106
879	0.5582938389	0.3408796014
880	0.5582938389	0.3408481864
881	0.5576102418	0.3408018273
882	0.5576102418	0.3407720667
