iter	F1	Logloss
1872	0.5869262865	0.3213018529
1873	0.5869262865	0.3212982988
1874	0.5869262865	0.3212860798
1875	0.5869262865	0.3212744327
1876	0.5869262865	0.3212663461
1877	0.5869262865	0.3212494762
1878	0.5869262865	0.3212436093
1879	0.5869262865	0.3212273898
1880	0.5866543095	0.3212111939
1881	0.5866543095	0.3212026912
1882	0.5866543095	0.3211854279
1883	0.5866543095	0.3211815228
1884	0.5866543095	0.3211758507
1885	0.5866543095	0.3211463342
1886	0.5866543095	0.3211344921
1887	0.5866543095	0.3211247273
1888	0.5866543095	0.3211103197
1889	0.5866543095	0.3210870762
1890	0.5866543095	0.3210705272
1891	0.5866543095	0.3210585549
1892	0.5866543095	0.3210501957
1893	0.5866543095	0.3210435945
1894	0.5866543095	0.3210235821
1895	0.5866543095	0.3210126865
1896	0.5866543095	0.3210045891
1897	0.5866543095	0.3209925906
1898	0.5866543095	0.3209737431
1899	0.5866543095	0.3209658811
1900	0.5866543095	0.3209605282
1901	0.5866543095	0.3209484213
1902	0.5866543095	0.3209460286
1903	0.5866543095	0.3209311003
1904	0.5866543095	0.3209225152
1905	0.5866543095	0.320910807
1906	0.5866543095	0.3209060948
1907	0.5866543095	0.3209020051
1908	0.5866543095	0.3208928053
1909	0.5866543095	0.3208877295
1910	0.5866543095	0.3208840223
1911	0.5866543095	0.3208738392
1912	0.5866543095	0.3208565008
1913	0.5866543095	0.3208425061
1914	0.5866543095	0.3208398674
1915	0.5866543095	0.3208310473
1916	0.5866543095	0.3208092999
1917	0.5866543095	0.3207957493
1918	0.5863825845	0.3207847338
1919	0.5866543095	0.3207773614
1920	0.5863825845	0.3207686028
1921	0.5863825845	0.3207613103
1922	0.5866543095	0.3207444071
1923	0.5866543095	0.3207258864
1924	0.5866543095	0.3207131155
1925	0.5866543095	0.3206933736
1926	0.5866543095	0.3206878888
1927	0.5866543095	0.3206555095
1928	0.5866543095	0.3206458544
1929	0.5866543095	0.3206440103
1930	0.5863825845	0.3206271514
1931	0.5863825845	0.3206158338
1932	0.5863825845	0.320597136
1933	0.5863825845	0.3205898643
1934	0.5863825845	0.3205861946
1935	0.5863825845	0.3205756391
1936	0.5863825845	0.3205648503
1937	0.5863825845	0.3205430542
1938	0.5863825845	0.3205258538
1939	0.5863825845	0.3205107929
1940	0.5863825845	0.3205005137
1941	0.5863825845	0.3204858175
1942	0.5863825845	0.3204646551
1943	0.5863825845	0.3204502333
1944	0.5863825845	0.3204393939
1945	0.5863825845	0.3204340915
1946	0.5863825845	0.3204294038
1947	0.5863825845	0.3204166477
1948	0.5863825845	0.3204140115
1949	0.5863825845	0.3204040708
1950	0.5863825845	0.3204023608
1951	0.5863825845	0.3203977087
1952	0.5863825845	0.3203783597
1953	0.5863825845	0.3203691597
1954	0.5863825845	0.3203599613
1955	0.5863825845	0.3203489174
1956	0.5863825845	0.3203432113
1957	0.5863825845	0.3203259851
1958	0.5863825845	0.320317925
1959	0.5863825845	0.3203080891
1960	0.5863825845	0.3203005765
1961	0.5863825845	0.320272543
1962	0.5863825845	0.3202630443
1963	0.5863825845	0.3202419575
1964	0.5863825845	0.3202182232
1965	0.5863825845	0.3201918076
1966	0.5863825845	0.3201869717
1967	0.5863825845	0.3201836058
1968	0.5863825845	0.3201719977
1969	0.5863825845	0.3201693212
1970	0.5863825845	0.3201674464
1971	0.5863825845	0.320165798
1972	0.5863825845	0.3201570984
1973	0.5863825845	0.3201514702
1974	0.5863825845	0.3201316131
1975	0.5863825845	0.3201201223
1976	0.5863825845	0.3201188482
1977	0.5863825845	0.3200996318
1978	0.5863825845	0.3200943409
1979	0.5863825845	0.320091232
1980	0.5863825845	0.3200736538
1981	0.5863825845	0.3200621882
1982	0.5863825845	0.320043661
1983	0.5863825845	0.320028369
1984	0.5863825845	0.3200152912
1985	0.5861111111	0.320009066
1986	0.5861111111	0.3200020469
1987	0.5867653864	0.3199803022
1988	0.5867653864	0.3199753098
1989	0.5867653864	0.3199554084
1990	0.5867653864	0.3199317088
1991	0.5867653864	0.319931399
1992	0.5867653864	0.3199290937
1993	0.5867653864	0.3199145707
1994	0.5867653864	0.3198852918
1995	0.5874190564	0.319880804
1996	0.5867653864	0.3198691142
1997	0.5867653864	0.3198516872
1998	0.5867653864	0.3198392243
1999	0.5867653864	0.3198254956
2000	0.5874190564	0.3198153971
2001	0.5874190564	0.3198030397
2002	0.5867653864	0.3197854988
2003	0.5867653864	0.3197679722
2004	0.5874190564	0.3197659405
2005	0.5874190564	0.3197503361
2006	0.5874190564	0.3197439326
2007	0.5874190564	0.3197196668
2008	0.5874190564	0.3196995548
2009	0.5867653864	0.3196897896
2010	0.5874190564	0.3196665578
2011	0.5867653864	0.3196611562
2012	0.5867653864	0.3196402725
2013	0.5867653864	0.319630352
2014	0.5867653864	0.3196135273
2015	0.5867653864	0.319605267
2016	0.5867653864	0.3195927737
2017	0.5867653864	0.3195637977
2018	0.5867653864	0.3195619611
2019	0.5867653864	0.3195473837
2020	0.5867653864	0.3195446341
2021	0.5867653864	0.3195272819
2022	0.5867653864	0.3195239662
2023	0.5867653864	0.3195080563
2024	0.5867653864	0.319501454
2025	0.5867653864	0.3194846219
2026	0.5867653864	0.3194658933
2027	0.5867653864	0.3194431734
2028	0.5867653864	0.3194260425
2029	0.5867653864	0.3194025057
2030	0.5867653864	0.3193862549
2031	0.5867653864	0.319370587
2032	0.5867653864	0.3193635225
2033	0.5867653864	0.3193518557
2034	0.5867653864	0.3193458361
2035	0.5867653864	0.3193342106
2036	0.5867653864	0.3193324229
2037	0.5867653864	0.3193196775
2038	0.5867653864	0.3193028945
2039	0.5867653864	0.3192812195
2040	0.5867653864	0.3192700886
2041	0.5867653864	0.3192697354
2042	0.5867653864	0.319256399
2043	0.5867653864	0.319252859
2044	0.5867653864	0.3192350882
2045	0.5867653864	0.3192194826
2046	0.5867653864	0.3192042163
2047	0.5867653864	0.3191920424
2048	0.5867653864	0.3191816508
2049	0.586493987	0.3191614833
2050	0.5871474804	0.3191450154
2051	0.5874190564	0.3191375619
2052	0.5874190564	0.3191287395
2053	0.5874190564	0.3191265159
2054	0.5874190564	0.3191179383
2055	0.5874190564	0.3191000014
2056	0.5874190564	0.3190891149
2057	0.5874190564	0.3190798071
2058	0.5874190564	0.3190580764
2059	0.5874190564	0.3190324197
2060	0.5874190564	0.319028215
2061	0.5874190564	0.319024393
2062	0.5874190564	0.319024363
2063	0.5874190564	0.3189979982
2064	0.5880721221	0.3189940081
2065	0.5880721221	0.3189791888
2066	0.5880721221	0.3189770422
2067	0.5880721221	0.3189652885
2068	0.5874190564	0.3189508737
2069	0.5874190564	0.3189274984
2070	0.5874190564	0.3189187024
2071	0.5874190564	0.318896954
2072	0.5874190564	0.318885225
2073	0.5874190564	0.3188667665
2074	0.5874190564	0.3188621454
2075	0.5874190564	0.3188362538
2076	0.5874190564	0.3188180312
2077	0.5874190564	0.3188126448
2078	0.5874190564	0.318802473
2079	0.5880721221	0.3187895302
2080	0.5880721221	0.3187800462
2081	0.5880721221	0.3187674498
2082	0.5880721221	0.3187527111
2083	0.5880721221	0.3187472804
2084	0.5880721221	0.3187330096
2085	0.5880721221	0.3187200874
2086	0.5880721221	0.3187047039
2087	0.5880721221	0.3186912786
2088	0.5880721221	0.3186887381
2089	0.5887245841	0.3186768873
2090	0.5887245841	0.3186516732
2091	0.5887245841	0.3186514876
2092	0.5887245841	0.3186462433
2093	0.5887245841	0.3186427005
2094	0.5887245841	0.3186390291
2095	0.5887245841	0.3186368093
2096	0.5887245841	0.318620723
2097	0.5896487985	0.31859953
2098	0.5896487985	0.3185906967
2099	0.5893764434	0.3185731173
2100	0.5887245841	0.3185613708
2101	0.5887245841	0.3185367347
2102	0.5893764434	0.3185099366
2103	0.5893764434	0.3184977704
2104	0.5893764434	0.3184934736
2105	0.5893764434	0.3184882405
2106	0.5893764434	0.3184781001
2107	0.5893764434	0.3184736657
2108	0.5887245841	0.3184666287
2109	0.5893764434	0.3184444874
2110	0.5893764434	0.318433823
2111	0.5893764434	0.3184309295
2112	0.5893764434	0.3184299992
2113	0.5900277008	0.3184208257
2114	0.5900277008	0.3184173523
2115	0.5900277008	0.318404476
2116	0.5900277008	0.3184031316
2117	0.5900277008	0.3183904611
2118	0.5900277008	0.3183814931
2119	0.5900277008	0.318377658
2120	0.5900277008	0.318365823
2121	0.5900277008	0.3183504511
2122	0.5900277008	0.3183475235
2123	0.5900277008	0.3183461951
2124	0.5900277008	0.3183336623
2125	0.5903002309	0.3183119129
2126	0.5906783572	0.3183049532
2127	0.5906783572	0.3182942014
2128	0.5909510619	0.3182796899
2129	0.5909510619	0.3182644924
2130	0.5909510619	0.3182608639
2131	0.5909510619	0.3182559148
2132	0.5909510619	0.3182439886
2133	0.5909510619	0.3182390294
2134	0.5909510619	0.3182324564
2135	0.5909510619	0.3182313171
2136	0.5909510619	0.3182160549
2137	0.5909510619	0.3182099227
2138	0.5909510619	0.3181918507
2139	0.5909510619	0.318188449
2140	0.5909510619	0.31818205
2141	0.5909510619	0.3181715164
2142	0.5909510619	0.3181532528
2143	0.5909510619	0.3181507286
2144	0.5909510619	0.3181439396
2145	0.5909510619	0.3181423045
2146	0.5909510619	0.3181199208
2147	0.5909510619	0.3181089889
2148	0.5909510619	0.3180942675
2149	0.5916012921	0.31808432
2150	0.5916012921	0.3180749684
2151	0.5916012921	0.3180571824
2152	0.5916012921	0.3180435062
2153	0.5916012921	0.3180376051
2154	0.5913284133	0.3180241493
2155	0.5913284133	0.3180160632
2156	0.5913284133	0.3179998053
2157	0.5913284133	0.3179861754
2158	0.5913284133	0.317972522
2159	0.5913284133	0.3179552901
2160	0.5913284133	0.3179446713
2161	0.5913284133	0.3179365947
2162	0.5913284133	0.3179365914
2163	0.5913284133	0.317928826
2164	0.5916012921	0.3179049115
2165	0.5916012921	0.3178921238
2166	0.5916012921	0.3178816965
2167	0.5916012921	0.3178786856
2168	0.5916012921	0.3178645314
2169	0.5916012921	0.317845682
2170	0.5917050691	0.317835038
2171	0.5917050691	0.317825544
2172	0.5917050691	0.3178209603
2173	0.5917050691	0.3178153542
2174	0.5917050691	0.3178059592
2175	0.5917050691	0.3177962085
2176	0.5917050691	0.3177922616
2177	0.5917050691	0.3177913134
2178	0.5917050691	0.317776301
2179	0.5917050691	0.3177605129
2180	0.5917050691	0.3177551233
2181	0.5917050691	0.3177525208
2182	0.5917050691	0.3177508564
2183	0.5917050691	0.3177434007
2184	0.5917050691	0.3177338345
2185	0.5917050691	0.3177258627
2186	0.5917050691	0.3177164322
2187	0.5917050691	0.3177153287
2188	0.5917050691	0.3177140843
2189	0.5917050691	0.3177065107
2190	0.5917050691	0.3176983661
2191	0.5917050691	0.3176897269
2192	0.5917050691	0.3176816811
2193	0.5917050691	0.3176670144
2194	0.5917050691	0.3176571957
2195	0.5917050691	0.3176418242
2196	0.5917050691	0.3176417077
2197	0.5917050691	0.317629299
2198	0.5917050691	0.3176145317
2199	0.5917050691	0.3176119702
2200	0.5917050691	0.3176055701
2201	0.5914325196	0.3175998802
2202	0.5917050691	0.3175936305
2203	0.5914325196	0.3175868661
2204	0.5914325196	0.3175789002
2205	0.5914325196	0.3175579561
2206	0.5914325196	0.3175548366
2207	0.5914325196	0.3175312853
2208	0.5917050691	0.317512779
2209	0.5917050691	0.3175086341
2210	0.5917050691	0.3174994148
2211	0.5917050691	0.3174835022
2212	0.5917050691	0.317474383
2213	0.5917050691	0.3174632114
2214	0.5917050691	0.3174399479
2215	0.5917050691	0.3174235091
2216	0.5917050691	0.3174148411
2217	0.5917050691	0.3174106477
2218	0.5917050691	0.3174037789
2219	0.5917050691	0.317399856
2220	0.5917050691	0.31739124
2221	0.5917050691	0.3173836093
2222	0.5917050691	0.3173747558
2223	0.5917050691	0.3173650836
2224	0.5917050691	0.3173486772
2225	0.5917050691	0.3173284522
2226	0.5917050691	0.3173212054
2227	0.5917050691	0.3173144701
2228	0.592353754	0.3172991539
2229	0.592353754	0.3172928984
2230	0.592353754	0.317290514
2231	0.592353754	0.3172879991
2232	0.592353754	0.3172632442
2233	0.592353754	0.3172333611
2234	0.592353754	0.3172208202
2235	0.592353754	0.317210071
2236	0.592353754	0.3171993448
2237	0.592353754	0.3171858632
2238	0.592353754	0.3171825976
2239	0.592353754	0.3171723989
2240	0.592353754	0.3171587294
2241	0.5920810313	0.3171549819
2242	0.5918085596	0.3171393835
2243	0.5918085596	0.3171356932
2244	0.5920810313	0.3171313491
2245	0.5918085596	0.3171260732
2246	0.5918085596	0.3171160117
2247	0.5918085596	0.3170895823
2248	0.5918085596	0.3170766676
2249	0.5918085596	0.3170710091
2250	0.5918085596	0.3170527993
2251	0.5918085596	0.317040942
2252	0.5918085596	0.3170199278
2253	0.5918085596	0.3170133439
2254	0.5924563017	0.3169963893
2255	0.5924563017	0.3169823245
2256	0.5931034483	0.3169677398
2257	0.5931034483	0.3169563161
2258	0.5931034483	0.3169545375
2259	0.5931034483	0.316948472
2260	0.5931034483	0.3169240293
2261	0.5931034483	0.3169098292
2262	0.5931034483	0.3168943378
2263	0.5931034483	0.3168725766
2264	0.5931034483	0.3168683397
2265	0.5931034483	0.3168570606
2266	0.5931034483	0.3168536055
2267	0.5933762649	0.3168457943
2268	0.5933762649	0.3168401166
2269	0.5933762649	0.3168279783
2270	0.5933762649	0.3168180761
2271	0.5940229885	0.3168130426
2272	0.5940229885	0.3168049945
2273	0.5940229885	0.3168000634
2274	0.5940229885	0.3167925079
2275	0.5940229885	0.3167893441
2276	0.5940229885	0.3167814092
2277	0.5936493327	0.3167703411
2278	0.5942962282	0.3167520615
2279	0.5942962282	0.3167380532
2280	0.5936493327	0.3167264067
2281	0.5936493327	0.3167255776
2282	0.5942962282	0.3167142793
2283	0.5942962282	0.3167066692
2284	0.5942962282	0.3166920509
2285	0.5942962282	0.3166825881
2286	0.5942962282	0.3166808368
2287	0.5942962282	0.3166775943
2288	0.5942962282	0.3166761986
2289	0.5942962282	0.3166581332
2290	0.5942962282	0.316644768
2291	0.5942962282	0.3166242489
2292	0.5942962282	0.3166174152
2293	0.5942962282	0.3166131967
2294	0.5942962282	0.3166101428
2295	0.5942962282	0.3166041468
2296	0.5942962282	0.3165922006
2297	0.5942962282	0.3165826849
2298	0.5942962282	0.3165699682
2299	0.5942962282	0.3165558081
2300	0.5942962282	0.3165499104
2301	0.5942962282	0.3165458519
2302	0.5942962282	0.3165268676
2303	0.5940229885	0.3165027907
2304	0.5940229885	0.3164930083
2305	0.5942962282	0.3164747988
2306	0.5942962282	0.3164647061
2307	0.5942962282	0.3164473992
2308	0.5942962282	0.316442973
2309	0.5942962282	0.3164380081
2310	0.5942962282	0.3164281013
2311	0.5940229885	0.3164067959
2312	0.5940229885	0.3164017315
2313	0.5940229885	0.3163900599
2314	0.5942962282	0.3163774749
2315	0.5942962282	0.3163554662
2316	0.5942962282	0.3163466645
2317	0.5942962282	0.3163401412
2318	0.5942962282	0.3163376434
2319	0.5942962282	0.3163339942
2320	0.5942962282	0.316329302
2321	0.5942962282	0.3163292849
2322	0.5942962282	0.3163071639
2323	0.5942962282	0.3162964107
2324	0.5942962282	0.3162813677
2325	0.5942962282	0.316271463
2326	0.5942962282	0.3162563872
2327	0.5942962282	0.316238214
2328	0.5942962282	0.3162274617
2329	0.5942962282	0.3162197125
2330	0.5949425287	0.3162026581
2331	0.5949425287	0.3161933292
2332	0.5949425287	0.3161819994
2333	0.5949425287	0.3161754639
2334	0.5949425287	0.3161706658
2335	0.5949425287	0.3161632035
2336	0.5949425287	0.316161703
2337	0.5949425287	0.3161515107
2338	0.5949425287	0.3161291864
2339	0.5949425287	0.3161220469
2340	0.5949425287	0.3161123078
2341	0.5949425287	0.3160970839
2342	0.5949425287	0.3160970664
2343	0.5949425287	0.3160966537
2344	0.5949425287	0.3160939319
2345	0.5949425287	0.3160927208
2346	0.5949425287	0.3160818774
2347	0.5949425287	0.3160790494
2348	0.5949425287	0.3160778455
2349	0.5946691176	0.3160717277
2350	0.5946691176	0.3160623362
2351	0.5946691176	0.3160427015
2352	0.5946691176	0.3160391192
2353	0.5946691176	0.3160357232
2354	0.5946691176	0.3160179636
2355	0.5946691176	0.3160156118
2356	0.5946691176	0.316003427
2357	0.5949425287	0.3159953338
2358	0.5949425287	0.315992284
2359	0.5949425287	0.3159854513
2360	0.5949425287	0.3159643616
2361	0.5946691176	0.315960184
2362	0.5946691176	0.3159559484
2363	0.5946691176	0.3159444304
2364	0.5946691176	0.3159313593
2365	0.5946691176	0.3159244803
2366	0.5946691176	0.3159239827
2367	0.5946691176	0.3159029659
2368	0.5946691176	0.3158898968
2369	0.5946691176	0.3158826032
2370	0.5946691176	0.3158745608
2371	0.5946691176	0.3158673911
2372	0.5946691176	0.3158579754
2373	0.5946691176	0.31585797
2374	0.5946691176	0.3158570567
2375	0.5946691176	0.3158414537
2376	0.5949425287	0.3158235492
2377	0.5949425287	0.3158091515
2378	0.5946691176	0.3157992243
2379	0.5953146532	0.3157842032
2380	0.5953146532	0.3157711848
2381	0.5953146532	0.3157680315
2382	0.5953146532	0.3157544927
2383	0.5953146532	0.3157494392
2384	0.5953146532	0.315748193
2385	0.5953146532	0.3157361662
2386	0.5953146532	0.3157337616
2387	0.5953146532	0.3157325912
2388	0.5953146532	0.3157158518
2389	0.5953146532	0.3157027207
2390	0.5953146532	0.3156988236
2391	0.5953146532	0.3156905421
2392	0.5953146532	0.3156838409
2393	0.5953146532	0.3156716219
2394	0.5953146532	0.3156673479
2395	0.5953146532	0.3156637626
2396	0.5955882353	0.3156466183
2397	0.5955882353	0.3156418924
2398	0.5953146532	0.3156350525
2399	0.5953146532	0.3156333798
2400	0.5953146532	0.315631778
2401	0.5955882353	0.3156134973
2402	0.5955882353	0.3156092673
2403	0.5955882353	0.315605849
2404	0.5955882353	0.3155945619
2405	0.5962333486	0.3155755198
2406	0.5962333486	0.3155574028
2407	0.5962333486	0.3155305586
2408	0.5962333486	0.3155204945
2409	0.5962333486	0.315517094
2410	0.5962333486	0.3155158449
2411	0.5962333486	0.3154932053
2412	0.5962333486	0.3154879372
2413	0.5962333486	0.3154750119
2414	0.5962333486	0.3154710166
2415	0.5962333486	0.3154627108
2416	0.5962333486	0.3154564006
2417	0.5962333486	0.3154545598
2418	0.5962333486	0.3154539782
2419	0.5962333486	0.315436594
2420	0.5962333486	0.3154274147
2421	0.5962333486	0.3154067534
2422	0.5962333486	0.3154003897
2423	0.5962333486	0.3153929655
2424	0.5962333486	0.3153731117
2425	0.5962333486	0.315362192
2426	0.5962333486	0.3153589747
2427	0.5962333486	0.3153569322
2428	0.5962333486	0.3153563651
2429	0.5962333486	0.3153382765
2430	0.5962333486	0.315313301
2431	0.5962333486	0.3153092686
2432	0.5962333486	0.3152878705
2433	0.5962333486	0.3152855137
2434	0.5962333486	0.3152768485
2435	0.595959596	0.3152614741
2436	0.595959596	0.3152542527
2437	0.595959596	0.3152542483
2438	0.595959596	0.3152407291
2439	0.595959596	0.3152253508
2440	0.595959596	0.3151915598
2441	0.595959596	0.315182958
2442	0.595959596	0.3151790159
2443	0.595959596	0.3151698388
2444	0.595959596	0.3151572904
2445	0.595959596	0.3151503816
2446	0.595959596	0.3151436619
2447	0.595959596	0.3151420484
2448	0.595959596	0.3151302023
2449	0.595959596	0.3151179164
2450	0.595959596	0.315109947
2451	0.595959596	0.3150970992
2452	0.595959596	0.315093095
2453	0.595959596	0.3150926277
2454	0.595959596	0.3150780834
2455	0.595959596	0.315061978
2456	0.595959596	0.3150535494
2457	0.595959596	0.3150525914
2458	0.595959596	0.31504479
2459	0.595959596	0.3150365973
2460	0.595959596	0.315028458
2461	0.595959596	0.3150235102
2462	0.595959596	0.3149978667
2463	0.595959596	0.3149968161
2464	0.595959596	0.3149915221
2465	0.595959596	0.314978073
2466	0.595959596	0.3149718714
2467	0.595959596	0.314968071
2468	0.595959596	0.3149646545
2469	0.595959596	0.3149614557
2470	0.595959596	0.3149545231
2471	0.595959596	0.3149340126
2472	0.595959596	0.3149180908
2473	0.595959596	0.3149056572
2474	0.595959596	0.3148989988
2475	0.595959596	0.3148986985
2476	0.595959596	0.314890949
2477	0.595959596	0.3148865348
2478	0.595959596	0.3148655456
2479	0.595959596	0.3148625673
2480	0.595959596	0.3148571408
2481	0.595959596	0.3148452751
2482	0.595959596	0.3148414207
2483	0.595959596	0.3148299589
2484	0.595959596	0.3148116519
2485	0.595959596	0.3148071324
2486	0.595959596	0.3147893339
2487	0.595959596	0.3147771455
2488	0.595959596	0.3147740403
2489	0.595959596	0.3147668783
2490	0.595959596	0.3147529958
2491	0.595959596	0.3147388205
2492	0.5962333486	0.3147282032
2493	0.5962333486	0.3147175093
2494	0.5962333486	0.3146979097
2495	0.5962333486	0.3146733554
2496	0.5962333486	0.3146708317
2497	0.5962333486	0.3146615744
2498	0.5962333486	0.314654365
2499	0.5962333486	0.3146398315
2500	0.5962333486	0.3146313115
2501	0.5962333486	0.3146177438
2502	0.5962333486	0.3146154626
2503	0.5962333486	0.3146088556
2504	0.5962333486	0.3145815728
2505	0.5962333486	0.3145717444
2506	0.5962333486	0.3145526606
2507	0.5962333486	0.3145414685
2508	0.5962333486	0.3145237018
2509	0.5962333486	0.314507072
2510	0.5962333486	0.3144959653
2511	0.5962333486	0.314493667
2512	0.5965073529	0.3144723296
2513	0.5965073529	0.3144598783
2514	0.5965073529	0.3144417635
2515	0.5965073529	0.3144315409
2516	0.5965073529	0.3144238979
2517	0.5965073529	0.3144130121
2518	0.5962333486	0.3143932681
2519	0.5965073529	0.3143768666
2520	0.5965073529	0.3143755918
2521	0.5965073529	0.3143669125
2522	0.5965073529	0.3143385086
2523	0.5965073529	0.3143294322
2524	0.5965073529	0.3143232424
2525	0.5965073529	0.3143184477
2526	0.5965073529	0.3143176924
2527	0.5962333486	0.3143082942
2528	0.5962333486	0.3143042819
2529	0.5962333486	0.3142915156
2530	0.5962333486	0.3142894654
2531	0.5962333486	0.3142826613
2532	0.5962333486	0.3142771621
2533	0.5962333486	0.3142770879
2534	0.5962333486	0.3142703138
2535	0.5962333486	0.3142610304
2536	0.5962333486	0.314257179
2537	0.5962333486	0.3142286122
2538	0.5962333486	0.3142246955
2539	0.5962333486	0.3142165146
2540	0.5962333486	0.3142073193
2541	0.5962333486	0.3141767459
2542	0.5962333486	0.3141633384
2543	0.5962333486	0.3141456278
2544	0.5962333486	0.3141382938
2545	0.5962333486	0.3141268556
2546	0.5962333486	0.3141224698
2547	0.5962333486	0.3141141435
2548	0.5962333486	0.31410792
2549	0.5962333486	0.3141030256
2550	0.5962333486	0.3140949937
2551	0.5962333486	0.3140852286
2552	0.5962333486	0.314083219
2553	0.5962333486	0.3140812141
2554	0.5962333486	0.3140734715
2555	0.5962333486	0.3140679818
2556	0.5962333486	0.3140621422
2557	0.5962333486	0.3140496432
2558	0.5962333486	0.3140402667
2559	0.5962333486	0.3140314465
2560	0.5962333486	0.3140242357
2561	0.5962333486	0.31400767
2562	0.5962333486	0.3139999769
2563	0.5962333486	0.313989719
2564	0.5962333486	0.3139719726
2565	0.5962333486	0.3139479348
2566	0.5962333486	0.3139469292
2567	0.5962333486	0.3139323779
2568	0.5962333486	0.3139190304
2569	0.5962333486	0.3139019325
2570	0.5962333486	0.3138911768
2571	0.5962333486	0.3138687243
2572	0.5962333486	0.3138662585
2573	0.5962333486	0.3138573788
2574	0.5962333486	0.3138469368
2575	0.5962333486	0.3138467366
2576	0.5962333486	0.3138289878
2577	0.5962333486	0.3138185403
2578	0.5968778696	0.3138034251
2579	0.5968778696	0.3137996257
2580	0.5968778696	0.3137908802
2581	0.5968778696	0.3137831821
2582	0.5968778696	0.3137793611
2583	0.5968778696	0.3137638882
2584	0.5968778696	0.3137582154
2585	0.5968778696	0.3137499273
2586	0.5968778696	0.3137433963
2587	0.5968778696	0.3137399767
2588	0.5968778696	0.3137301866
2589	0.5968778696	0.3137188946
2590	0.5968778696	0.3137188896
2591	0.5968778696	0.3137079196
2592	0.5968778696	0.3137050681
2593	0.5968778696	0.3136970806
2594	0.597521799	0.3136812454
2595	0.597521799	0.313669957
2596	0.597521799	0.3136562564
2597	0.5981651376	0.3136551529
2598	0.5981651376	0.3136430825
2599	0.5981651376	0.3136369003
2600	0.5981651376	0.3136368953
2601	0.5981651376	0.3136316925
2602	0.5981651376	0.3136235632
2603	0.5981651376	0.3136136906
2604	0.5981651376	0.3136028817
2605	0.5981651376	0.3136017916
2606	0.5981651376	0.3135909156
2607	0.5981651376	0.3135844988
2608	0.5981651376	0.3135764084
2609	0.5981651376	0.3135643743
2610	0.5981651376	0.3135578631
2611	0.5988078863	0.3135495055
2612	0.5981651376	0.3135407015
2613	0.5981651376	0.3135349159
2614	0.5981651376	0.3135232826
2615	0.5988078863	0.3135098967
2616	0.5988078863	0.31350108
2617	0.5984396512	0.3134895292
2618	0.5990825688	0.3134769199
2619	0.5990825688	0.3134769151
2620	0.5990825688	0.3134705789
2621	0.5988078863	0.313465233
2622	0.5990825688	0.3134590425
2623	0.5990825688	0.3134356362
2624	0.5990825688	0.3134309218
2625	0.5993575034	0.313423433
2626	0.5993575034	0.3134228449
2627	0.5993575034	0.3134169091
2628	0.5987144169	0.3134109902
2629	0.5987144169	0.3134094652
2630	0.5987144169	0.3134094606
2631	0.598989435	0.3133939282
2632	0.598989435	0.3133848804
2633	0.5996326905	0.313383027
2634	0.5996326905	0.3133730826
2635	0.5996326905	0.3133665791
2636	0.5996326905	0.3133639284
2637	0.5996326905	0.3133559585
2638	0.5996326905	0.3133496729
2639	0.5996326905	0.3133488749
2640	0.5996326905	0.3133279981
2641	0.5996326905	0.3133264849
2642	0.598989435	0.3133038902
2643	0.598989435	0.3133006185
2644	0.598989435	0.3132966457
2645	0.598989435	0.3132906193
2646	0.598989435	0.3132904551
2647	0.598989435	0.3132820016
2648	0.5996326905	0.3132695622
2649	0.5996326905	0.3132524756
2650	0.5996326905	0.3132490927
2651	0.5996326905	0.3132379202
2652	0.5996326905	0.3132373852
2653	0.5996326905	0.3132107944
2654	0.5996326905	0.3131992238
2655	0.5996326905	0.313181673
2656	0.5996326905	0.3131812142
2657	0.5996326905	0.3131713734
2658	0.5996326905	0.3131584075
2659	0.5996326905	0.3131542859
2660	0.5996326905	0.3131469336
2661	0.5996326905	0.3131413052
2662	0.5996326905	0.3131295187
2663	0.5996326905	0.3131201538
2664	0.5996326905	0.3131035867
2665	0.5996326905	0.3130882928
2666	0.5996326905	0.3130882881
2667	0.5996326905	0.313075686
2668	0.5996326905	0.3130562824
2669	0.5996326905	0.3130490602
2670	0.5996326905	0.3130372796
2671	0.5996326905	0.313037275
2672	0.5996326905	0.3130268139
2673	0.5996326905	0.3130247357
2674	0.5996326905	0.3130153384
2675	0.5996326905	0.3130115529
2676	0.5996326905	0.3130091446
2677	0.5996326905	0.3129963193
2678	0.5996326905	0.3129894436
2679	0.6002753557	0.3129871254
2680	0.6002753557	0.3129844567
2681	0.6002753557	0.3129745585
2682	0.6002753557	0.3129664888
2683	0.6002753557	0.3129525631
2684	0.6002753557	0.3129414317
2685	0.6	0.3129248672
2686	0.6	0.3129078468
2687	0.6	0.3128973043
2688	0.6	0.3128850501
2689	0.6	0.3128755016
2690	0.6	0.3128726043
2691	0.6	0.3128640499
2692	0.6	0.3128578682
2693	0.6	0.3128523771
2694	0.6	0.3128461581
2695	0.6	0.3128436888
2696	0.6	0.3128426622
2697	0.6002753557	0.3128355073
2698	0.6002753557	0.3128228255
2699	0.6002753557	0.3128072336
2700	0.6002753557	0.3127984505
2701	0.6002753557	0.3127959357
2702	0.6	0.312764125
2703	0.6	0.3127461553
2704	0.6	0.3127412988
2705	0.6	0.3127389321
2706	0.6	0.3127299947
2707	0.6	0.3127236944
